,data,codigo,defluencia
2027,2010-12-20,19067,245.0
2028,2010-12-21,19067,194.0
2029,2010-12-24,19067,20.0
2030,2010-12-27,19067,52.0
2031,2010-12-28,19067,52.0
2032,2010-12-30,19067,113.0
2033,2010-12-31,19067,26.36
2034,2011-01-01,19067,21.0
2035,2011-01-05,19067,251.0
2036,2011-01-08,19067,67.0
2037,2011-01-09,19067,20.0
2038,2011-01-11,19067,158.76
2039,2011-01-12,19067,160.0
2040,2011-01-14,19067,124.0
2041,2011-01-15,19067,37.0
2042,2011-01-16,19067,73.58
2043,2011-01-17,19067,137.0
2044,2011-01-19,19067,140.0
2045,2011-01-22,19067,84.0
2046,2011-01-23,19067,23.0
2047,2011-01-25,19067,222.0
2048,2011-01-27,19067,257.0
2049,2011-01-28,19067,236.0
2050,2011-01-30,19067,149.0
2051,2011-02-05,19067,124.0
2052,2011-02-07,19067,184.0
2053,2011-02-08,19067,214.0
2054,2011-02-10,19067,266.0
2055,2011-02-11,19067,189.0
2056,2011-02-12,19067,106.0
2057,2011-02-14,19067,201.0
2058,2011-02-17,19067,201.0
2059,2011-02-19,19067,153.83
2060,2011-02-20,19067,42.0
2061,2011-02-21,19067,216.0
2062,2011-02-25,19067,572.0
2063,2011-02-26,19067,1587.0
2064,2011-02-27,19067,1628.0
2065,2011-02-28,19067,1048.0
2066,2011-03-01,19067,463.0
2067,2011-03-03,19067,354.0
2068,2011-03-05,19067,217.0
2069,2011-03-06,19067,245.63
2070,2011-03-09,19067,234.0
2071,2011-03-10,19067,290.0
2072,2011-03-15,19067,370.0
2073,2011-03-21,19067,328.0
2074,2011-03-24,19067,331.0
2075,2011-03-25,19067,369.4
2076,2011-03-26,19067,363.0
2077,2011-03-27,19067,342.0
2078,2011-03-29,19067,1233.0
2079,2011-03-30,19067,1087.0
2080,2011-04-03,19067,451.0
2081,2011-04-06,19067,411.0
2082,2011-04-09,19067,182.0
2083,2011-04-13,19067,364.0
2084,2011-04-14,19067,365.0
2085,2011-04-17,19067,155.0
2086,2011-04-18,19067,355.0
2087,2011-04-22,19067,141.0
2088,2011-04-23,19067,145.0
2089,2011-04-24,19067,137.0
2090,2011-04-25,19067,326.0
2091,2011-04-27,19067,234.0
2092,2011-04-28,19067,250.0
2093,2011-05-01,19067,132.0
2094,2011-05-02,19067,243.0
2095,2011-05-03,19067,304.0
2096,2011-05-04,19067,311.0
2097,2011-05-05,19067,352.0
2098,2011-05-06,19067,358.0
2099,2011-05-08,19067,308.0
2100,2011-05-11,19067,415.0
2101,2011-05-13,19067,345.0
2102,2011-05-23,19067,300.0
2103,2011-05-28,19067,459.0
2104,2011-05-29,19067,265.0
2105,2011-05-31,19067,467.0
2106,2011-06-01,19067,467.0
2107,2011-06-03,19067,454.0
2108,2011-06-06,19067,355.0
2109,2011-06-08,19067,321.0
2110,2011-06-09,19067,436.0
2111,2011-06-12,19067,443.0
2112,2011-06-14,19067,354.0
2113,2011-06-15,19067,387.0
2114,2011-06-22,19067,430.47
2115,2011-06-25,19067,371.0
2116,2011-06-28,19067,413.0
2117,2011-07-02,19067,135.0
2118,2011-07-03,19067,80.0
2119,2011-07-04,19067,309.0
2120,2011-07-07,19067,232.0
2121,2011-07-09,19067,284.0
2122,2011-07-10,19067,192.0
2123,2011-07-11,19067,357.0
2124,2011-07-12,19067,375.0
2125,2011-07-13,19067,395.0
2126,2011-07-15,19067,374.0
2127,2011-07-16,19067,362.0
2128,2011-07-18,19067,398.76
2129,2011-07-20,19067,569.0
2130,2011-07-21,19067,4407.0
2131,2011-07-23,19067,1202.0
2132,2011-07-25,19067,544.0
2133,2011-07-26,19067,449.0
2134,2011-07-30,19067,1830.0
2135,2011-07-31,19067,1133.0
2136,2011-08-03,19067,396.0
2137,2011-08-04,19067,446.0
2138,2011-08-07,19067,212.0
2139,2011-08-08,19067,1612.0
2140,2011-08-09,19067,6694.0
2141,2011-08-10,19067,3540.0
2142,2011-08-11,19067,1216.0
2143,2011-08-13,19067,521.0
2144,2011-08-14,19067,557.0
2145,2011-08-15,19067,437.0
2146,2011-08-16,19067,462.0
2147,2011-08-17,19067,681.0
2148,2011-08-18,19067,442.0
2149,2011-08-20,19067,362.0
2150,2011-08-22,19067,354.0
2151,2011-08-24,19067,475.0
2152,2011-08-27,19067,741.0
2153,2011-09-01,19067,1166.0
2154,2011-09-02,19067,947.0
2155,2011-09-03,19067,931.0
2156,2011-09-04,19067,416.0
2157,2011-09-07,19067,611.0
2158,2011-09-08,19067,1847.0
2159,2011-09-09,19067,2121.0
2160,2011-09-10,19067,1003.0
2161,2011-09-14,19067,354.0
2162,2011-09-15,19067,435.0
2163,2011-09-16,19067,345.0
2164,2011-09-17,19067,186.0
2165,2011-09-20,19067,410.0
2166,2011-09-21,19067,357.0
2167,2011-09-23,19067,450.0
2168,2011-09-25,19067,172.0
2169,2011-09-27,19067,385.0
2170,2011-09-30,19067,453.0
2171,2011-10-02,19067,294.0
2172,2011-10-03,19067,392.0
2173,2011-10-04,19067,410.0
2174,2011-10-05,19067,456.0
2175,2011-10-06,19067,457.0
2176,2011-10-08,19067,378.0
2177,2011-10-11,19067,447.0
2178,2011-10-14,19067,400.0
2179,2011-10-18,19067,394.0
2180,2011-10-19,19067,430.0
2181,2011-10-20,19067,367.0
2182,2011-10-21,19067,351.0
2183,2011-10-23,19067,139.0
2184,2011-10-24,19067,376.0
2185,2011-10-25,19067,444.0
2186,2011-10-26,19067,404.0
2187,2011-10-27,19067,422.0
2188,2011-10-29,19067,380.0
2189,2011-10-30,19067,145.0
2190,2011-11-01,19067,341.0
2191,2011-11-02,19067,171.0
2192,2011-11-03,19067,349.0
2193,2011-11-06,19067,282.0
2194,2011-11-07,19067,414.0
2195,2011-11-08,19067,363.0
2196,2011-11-10,19067,456.0
2197,2011-11-12,19067,469.0
2198,2011-11-15,19067,320.0
2199,2011-11-16,19067,402.0
2200,2011-11-17,19067,419.0
2201,2011-11-18,19067,416.0
2202,2011-11-19,19067,280.0
2203,2011-11-21,19067,276.0
2204,2011-11-22,19067,320.0
2205,2011-11-24,19067,280.0
2206,2011-12-01,19067,351.0
2207,2011-12-02,19067,358.0
2208,2011-12-03,19067,184.0
2209,2011-12-04,19067,281.0
2210,2011-12-05,19067,284.0
2211,2011-12-07,19067,348.0
2212,2011-12-09,19067,278.0
2213,2011-12-10,19067,181.0
2214,2011-12-11,19067,168.0
2215,2011-12-12,19067,271.0
2216,2011-12-13,19067,241.0
2217,2011-12-16,19067,195.0
2218,2011-12-17,19067,178.0
2219,2011-12-20,19067,307.0
2220,2011-12-21,19067,297.0
2221,2011-12-25,19067,139.0
2222,2011-12-29,19067,155.0
2223,2011-12-30,19067,153.0
2224,2011-12-31,19067,140.0
2225,2012-01-01,19067,138.0
2226,2012-01-02,19067,179.0
2227,2012-01-03,19067,154.0
2228,2012-01-06,19067,147.0
2229,2012-01-09,19067,155.0
2230,2012-01-10,19067,152.0
2231,2012-01-12,19067,170.0
2232,2012-01-13,19067,143.0
2233,2012-01-14,19067,142.0
2234,2012-01-15,19067,137.0
2235,2012-01-19,19067,195.0
2236,2012-01-21,19067,139.0
2237,2012-01-23,19067,317.0
2238,2012-01-24,19067,441.0
2239,2012-01-25,19067,467.0
2240,2012-01-26,19067,478.0
2241,2012-01-27,19067,437.0
2242,2012-01-28,19067,307.0
2243,2012-01-29,19067,345.0
2244,2012-01-30,19067,355.0
2245,2012-01-31,19067,465.0
2246,2012-02-01,19067,434.0
2247,2012-02-04,19067,259.0
2248,2012-02-05,19067,206.0
2249,2012-02-06,19067,329.0
2250,2012-02-07,19067,471.0
2251,2012-02-09,19067,479.0
2252,2012-02-11,19067,430.0
2253,2012-02-12,19067,402.0
2254,2012-02-16,19067,394.0
2255,2012-02-18,19067,158.0
2256,2012-02-20,19067,170.0
2257,2012-02-21,19067,142.0
2258,2012-02-23,19067,180.0
2259,2012-02-25,19067,139.0
2260,2012-02-27,19067,145.0
2261,2012-02-28,19067,218.0
2262,2012-02-29,19067,211.0
2263,2012-03-01,19067,183.0
2264,2012-03-03,19067,147.0
2265,2012-03-05,19067,204.0
2266,2012-03-07,19067,215.0
2267,2012-03-14,19067,298.0
2268,2012-03-17,19067,174.0
2269,2012-03-18,19067,143.0
2270,2012-03-22,19067,292.0
2271,2012-03-27,19067,80.0
2272,2012-03-29,19067,80.0
2273,2012-03-30,19067,79.0
2274,2012-04-02,19067,79.0
2275,2012-04-04,19067,79.0
2276,2012-04-05,19067,79.0
2277,2012-04-06,19067,79.0
2278,2012-04-08,19067,80.0
2279,2012-04-09,19067,80.0
2280,2012-04-12,19067,79.0
2281,2012-04-14,19067,81.0
2282,2012-04-16,19067,81.0
2283,2012-04-18,19067,81.0
2284,2012-04-20,19067,81.0
2285,2012-04-22,19067,81.0
2286,2012-04-27,19067,81.0
2287,2012-04-28,19067,81.0
2288,2012-04-29,19067,81.0
2289,2012-04-30,19067,81.0
2290,2012-05-01,19067,81.0
2291,2012-05-12,19067,84.0
2292,2012-05-18,19067,94.0
2293,2012-05-19,19067,95.0
2294,2012-05-23,19067,32.0
2295,2012-05-25,19067,32.0
2296,2012-05-27,19067,31.0
2297,2012-05-28,19067,31.0
2298,2012-06-02,19067,31.0
2299,2012-06-03,19067,32.0
2300,2012-06-05,19067,32.0
2301,2012-06-07,19067,31.0
2302,2012-06-10,19067,31.0
2303,2012-06-11,19067,31.0
2304,2012-06-12,19067,31.0
2305,2012-06-14,19067,31.0
2306,2012-06-15,19067,32.0
2307,2012-06-20,19067,31.0
2308,2012-06-21,19067,30.0
2309,2012-06-22,19067,30.0
2310,2012-06-23,19067,30.0
2311,2012-06-24,19067,30.0
2312,2012-06-26,19067,88.0
2313,2012-06-28,19067,82.0
2314,2012-06-30,19067,82.0
2315,2012-07-01,19067,82.0
2316,2012-07-04,19067,84.0
2317,2012-07-06,19067,84.0
2318,2012-07-08,19067,83.0
2319,2012-07-12,19067,82.0
2320,2012-07-14,19067,83.0
2321,2012-07-15,19067,81.0
2322,2012-07-16,19067,128.0
2323,2012-07-18,19067,146.0
2324,2012-07-19,19067,144.0
2325,2012-07-20,19067,144.0
2326,2012-07-24,19067,140.0
2327,2012-07-27,19067,140.0
2328,2012-07-28,19067,138.0
2329,2012-07-29,19067,138.0
2330,2012-07-30,19067,138.0
2331,2012-08-03,19067,130.0
2332,2012-08-04,19067,21.0
2333,2012-08-05,19067,21.0
2334,2012-08-09,19067,141.0
2335,2012-08-10,19067,140.0
2336,2012-08-11,19067,28.0
2337,2012-08-13,19067,98.0
2338,2012-08-14,19067,131.0
2339,2012-08-16,19067,132.0
2340,2012-08-17,19067,139.0
2341,2012-08-20,19067,103.0
2342,2012-08-22,19067,158.0
2343,2012-08-23,19067,177.0
2344,2012-08-24,19067,175.0
2345,2012-08-25,19067,178.0
2346,2012-08-31,19067,213.0
2347,2012-09-01,19067,154.0
2348,2012-09-02,19067,142.0
2349,2012-09-03,19067,144.0
2350,2012-09-05,19067,227.0
2351,2012-09-06,19067,281.0
2352,2012-09-08,19067,174.0
2353,2012-09-11,19067,360.0
2354,2012-09-12,19067,379.0
2355,2012-09-13,19067,378.0
2356,2012-09-14,19067,418.0
2357,2012-09-15,19067,342.0
2358,2012-09-16,19067,216.0
2359,2012-09-17,19067,359.0
2360,2012-09-19,19067,422.0
2361,2012-09-20,19067,365.0
2362,2012-09-21,19067,450.0
2363,2012-09-22,19067,372.0
2364,2012-09-23,19067,226.0
2365,2012-09-24,19067,337.0
2366,2012-09-25,19067,427.0
2367,2012-09-27,19067,419.0
2368,2012-10-03,19067,367.0
2369,2012-10-06,19067,262.0
2370,2012-10-08,19067,437.0
2371,2012-10-10,19067,446.0
2372,2012-10-15,19067,335.0
2373,2012-10-16,19067,441.0
2374,2012-10-17,19067,428.0
2375,2012-10-18,19067,460.0
2376,2012-10-20,19067,224.0
2377,2012-10-22,19067,339.0
2378,2012-10-24,19067,198.0
2379,2012-10-25,19067,179.0
2380,2012-10-26,19067,177.0
2381,2012-10-27,19067,19.0
2382,2012-10-30,19067,321.0
2383,2012-11-01,19067,269.0
2384,2012-11-02,19067,39.0
2385,2012-11-03,19067,62.0
2386,2012-11-05,19067,203.0
2387,2012-11-06,19067,249.0
2388,2012-11-07,19067,196.0
2389,2012-11-17,19067,21.0
2390,2012-11-20,19067,30.0
2391,2012-11-21,19067,27.0
2392,2012-11-24,19067,27.0
2393,2012-11-28,19067,48.0
2394,2012-12-01,19067,16.0
2395,2012-12-03,19067,70.0
2396,2012-12-04,19067,47.0
2397,2012-12-06,19067,88.0
2398,2012-12-07,19067,93.0
2399,2012-12-10,19067,55.0
2400,2012-12-14,19067,59.0
2401,2012-12-16,19067,28.0
2402,2012-12-17,19067,58.0
2403,2012-12-20,19067,63.0
2404,2012-12-22,19067,16.0
2405,2012-12-24,19067,16.0
2406,2012-12-27,19067,16.0
2407,2012-12-29,19067,60.0
2408,2013-01-06,19067,17.0
2409,2013-01-07,19067,257.0
2410,2013-01-08,19067,303.0
2411,2013-01-09,19067,302.0
2412,2013-01-10,19067,285.0
2413,2013-01-11,19067,100.0
2414,2013-01-12,19067,17.0
2415,2013-01-17,19067,228.0
2416,2013-01-18,19067,242.0
2417,2013-01-19,19067,22.0
2418,2013-01-20,19067,19.0
2419,2013-01-21,19067,173.0
2420,2013-01-22,19067,105.0
2421,2013-02-02,19067,35.0
2422,2013-02-03,19067,16.0
2423,2013-02-07,19067,258.0
2424,2013-02-08,19067,243.0
2425,2013-02-09,19067,16.0
2426,2013-02-10,19067,16.0
2427,2013-02-11,19067,24.0
2428,2013-02-15,19067,222.0
2429,2013-02-16,19067,31.0
2430,2013-02-17,19067,16.0
2431,2013-02-21,19067,408.0
2432,2013-02-27,19067,408.0
2433,2013-02-28,19067,357.0
2434,2013-03-06,19067,436.0
2435,2013-03-07,19067,452.0
2436,2013-03-11,19067,442.0
2437,2013-03-12,19067,309.0
2438,2013-03-13,19067,323.0
2439,2013-03-15,19067,338.0
2440,2013-03-18,19067,313.0
2441,2013-03-19,19067,190.0
2442,2013-03-21,19067,271.0
2443,2013-03-22,19067,291.0
2444,2013-03-24,19067,21.0
2445,2013-03-26,19067,197.0
2446,2013-03-28,19067,119.0
2447,2013-03-30,19067,23.0
2448,2013-03-31,19067,23.0
2449,2013-04-02,19067,296.0
2450,2013-04-03,19067,295.0
2451,2013-04-05,19067,289.0
2452,2013-04-06,19067,90.0
2453,2013-04-07,19067,26.0
2454,2013-04-08,19067,167.0
2455,2013-04-10,19067,150.0
2456,2013-04-11,19067,185.0
2457,2013-04-13,19067,206.0
2458,2013-04-18,19067,115.0
2459,2013-04-21,19067,24.0
2460,2013-04-22,19067,185.0
2461,2013-04-27,19067,228.0
2462,2013-04-28,19067,66.0
2463,2013-04-29,19067,210.0
2464,2013-04-30,19067,263.0
2465,2013-05-01,19067,161.0
2466,2013-05-02,19067,252.0
2467,2013-05-03,19067,295.0
2468,2013-05-04,19067,221.0
2469,2013-05-05,19067,54.0
2470,2013-05-07,19067,241.0
2471,2013-05-10,19067,245.0
2472,2013-05-11,19067,214.0
2473,2013-05-12,19067,65.0
2474,2013-05-13,19067,204.0
2475,2013-05-16,19067,228.0
2476,2013-05-19,19067,76.0
2477,2013-05-21,19067,212.0
2478,2013-05-23,19067,202.0
2479,2013-05-25,19067,182.0
2480,2013-06-01,19067,46.0
2481,2013-06-02,19067,18.0
2482,2013-06-03,19067,162.0
2483,2013-06-04,19067,56.0
2484,2013-06-06,19067,21.0
2485,2013-06-10,19067,58.0
2486,2013-06-12,19067,56.0
2487,2013-06-14,19067,34.0
2488,2013-06-16,19067,16.0
2489,2013-06-20,19067,28.0
2490,2013-06-22,19067,16.0
2491,2013-06-24,19067,65.0
2492,2013-06-25,19067,22.0
2493,2013-06-26,19067,23.0
2494,2013-07-01,19067,26.0
2495,2013-07-02,19067,27.0
2496,2013-07-04,19067,21.0
2497,2013-07-05,19067,37.0
2498,2013-07-06,19067,16.0
2499,2013-07-07,19067,16.0
2500,2013-07-11,19067,16.0
2501,2013-07-13,19067,16.0
2502,2013-07-14,19067,16.0
2503,2013-07-15,19067,16.0
2504,2013-07-16,19067,163.0
2505,2013-07-18,19067,238.0
2506,2013-07-21,19067,28.0
2507,2013-07-23,19067,36.0
2508,2013-07-28,19067,16.0
2509,2013-07-30,19067,173.0
2510,2013-07-31,19067,167.0
2511,2013-08-02,19067,203.0
2512,2013-08-03,19067,38.0
2513,2013-08-04,19067,26.0
2514,2013-08-05,19067,217.0
2515,2013-08-11,19067,3795.0
2516,2013-08-14,19067,678.0
2517,2013-08-15,19067,630.0
2518,2013-08-16,19067,536.0
2519,2013-08-18,19067,368.0
2520,2013-08-19,19067,445.0
2521,2013-08-20,19067,446.0
2522,2013-08-21,19067,427.0
2523,2013-08-23,19067,448.0
2524,2013-08-24,19067,2001.0
2525,2013-08-26,19067,3757.0
2526,2013-08-27,19067,2677.0
2527,2013-08-29,19067,1044.0
2528,2013-08-30,19067,525.0
2529,2013-08-31,19067,602.0
2530,2013-09-01,19067,632.0
2531,2013-09-03,19067,518.0
2532,2013-09-06,19067,444.0
2533,2013-09-07,19067,444.0
2534,2013-09-08,19067,439.0
2535,2013-09-12,19067,300.0
2536,2013-09-13,19067,300.0
2537,2013-09-19,19067,299.0
2538,2013-09-26,19067,610.0
2539,2013-09-27,19067,431.0
2540,2013-09-28,19067,430.0
2541,2013-10-01,19067,392.0
2542,2013-10-02,19067,427.0
2543,2013-10-04,19067,282.0
2544,2013-10-05,19067,143.0
2545,2013-10-06,19067,171.0
2546,2013-10-09,19067,278.0
2547,2013-10-10,19067,310.0
2548,2013-10-11,19067,283.0
2549,2013-10-12,19067,19.0
2550,2013-10-15,19067,343.0
2551,2013-10-16,19067,297.0
2552,2013-10-20,19067,56.0
2553,2013-10-21,19067,237.0
2554,2013-10-22,19067,348.0
2555,2013-10-25,19067,448.0
2556,2013-10-26,19067,448.0
2557,2013-10-30,19067,447.0
2558,2013-10-31,19067,435.0
2559,2013-11-08,19067,433.0
2560,2013-11-09,19067,432.0
2561,2013-11-11,19067,413.0
2562,2013-11-13,19067,453.0
2563,2013-11-15,19067,412.0
2564,2013-11-17,19067,209.0
2565,2013-11-18,19067,380.0
2566,2013-11-20,19067,458.0
2567,2013-11-23,19067,459.0
2568,2013-11-24,19067,414.0
2569,2013-11-26,19067,461.0
2570,2013-11-30,19067,465.0
2571,2013-12-03,19067,468.0
2572,2013-12-04,19067,447.0
2573,2013-12-05,19067,470.0
2574,2013-12-08,19067,294.0
2575,2013-12-09,19067,376.0
2576,2013-12-11,19067,357.0
2577,2013-12-14,19067,344.0
2578,2013-12-15,19067,339.0
2579,2013-12-18,19067,371.0
2580,2013-12-19,19067,371.0
2581,2013-12-24,19067,228.0
2582,2013-12-25,19067,115.0
2583,2013-12-27,19067,364.0
2584,2013-12-31,19067,374.0
2585,2014-01-05,19067,102.0
2586,2014-01-06,19067,327.0
2587,2014-01-07,19067,348.0
2588,2014-01-09,19067,382.0
2589,2014-01-11,19067,250.0
2590,2014-01-12,19067,186.0
2591,2014-01-15,19067,339.0
2592,2014-01-16,19067,283.0
2593,2014-01-18,19067,90.0
2594,2014-01-20,19067,270.0
2595,2014-01-21,19067,340.0
2596,2014-01-23,19067,458.0
2597,2014-01-24,19067,461.0
2598,2014-01-27,19067,343.0
2599,2014-01-29,19067,440.0
2600,2014-01-31,19067,398.0
2601,2014-02-02,19067,221.0
2602,2014-02-04,19067,344.0
2603,2014-02-05,19067,457.0
2604,2014-02-08,19067,454.0
2605,2014-02-09,19067,384.0
2606,2014-02-10,19067,457.0
2607,2014-02-12,19067,448.0
2608,2014-02-13,19067,415.0
2609,2014-02-14,19067,379.0
2610,2014-02-21,19067,364.0
2611,2014-02-22,19067,318.0
2612,2014-02-23,19067,211.0
2613,2014-02-24,19067,314.0
2614,2014-02-25,19067,317.0
2615,2014-02-26,19067,322.0
2616,2014-03-01,19067,163.0
2617,2014-03-07,19067,400.0
2618,2014-03-09,19067,141.0
2619,2014-03-11,19067,272.0
2620,2014-03-13,19067,286.0
2621,2014-03-14,19067,284.0
2622,2014-03-15,19067,189.0
2623,2014-03-17,19067,411.0
2624,2014-03-19,19067,309.0
2625,2014-03-21,19067,299.0
2626,2014-03-23,19067,53.0
2627,2014-03-26,19067,271.0
2628,2014-04-01,19067,447.0
2629,2014-04-04,19067,459.0
2630,2014-04-05,19067,327.0
2631,2014-04-07,19067,325.0
2632,2014-04-14,19067,308.0
2633,2014-04-15,19067,440.0
2634,2014-04-20,19067,42.0
2635,2014-04-23,19067,438.0
2636,2014-04-24,19067,390.0
2637,2014-04-25,19067,371.0
2638,2014-04-27,19067,26.0
2639,2014-04-30,19067,404.0
2640,2014-05-01,19067,75.0
2641,2014-05-02,19067,255.0
2642,2014-05-03,19067,151.0
2643,2014-05-04,19067,69.0
2644,2014-05-07,19067,308.0
2645,2014-05-08,19067,351.0
2646,2014-05-09,19067,235.0
2647,2014-05-10,19067,153.0
2648,2014-05-11,19067,88.0
2649,2014-05-12,19067,318.0
2650,2014-05-15,19067,325.0
2651,2014-05-16,19067,351.0
2652,2014-05-17,19067,282.0
2653,2014-05-25,19067,110.0
2654,2014-05-26,19067,206.0
2655,2014-05-28,19067,184.0
2656,2014-05-29,19067,235.0
2657,2014-06-07,19067,431.0
2658,2014-06-10,19067,320.0
2659,2014-06-11,19067,332.0
2660,2014-06-12,19067,201.0
2661,2014-06-13,19067,327.0
2662,2014-06-16,19067,569.0
2663,2014-06-18,19067,494.0
2664,2014-06-19,19067,413.0
2665,2014-06-20,19067,341.0
2666,2014-06-22,19067,197.0
2667,2014-06-24,19067,344.0
2668,2014-06-25,19067,1755.0
2669,2014-06-29,19067,2896.0
2670,2014-07-02,19067,1040.0
2671,2014-07-05,19067,488.0
2672,2014-07-06,19067,441.0
2673,2014-07-09,19067,397.0
2674,2014-07-13,19067,87.0
2675,2014-07-14,19067,350.0
2676,2014-07-16,19067,430.0
2677,2014-07-18,19067,343.0
2678,2014-07-19,19067,443.0
2679,2014-07-20,19067,329.0
2680,2014-07-21,19067,403.0
2681,2014-07-22,19067,405.0
2682,2014-07-23,19067,433.0
2683,2014-07-27,19067,129.0
2684,2014-07-28,19067,352.0
2685,2014-08-01,19067,417.0
2686,2014-08-02,19067,263.0
2687,2014-08-03,19067,128.0
2688,2014-08-04,19067,353.0
2689,2014-08-05,19067,401.0
2690,2014-08-10,19067,191.0
2691,2014-08-11,19067,353.0
2692,2014-08-12,19067,414.0
2693,2014-08-13,19067,445.0
2694,2014-08-15,19067,399.0
2695,2014-08-16,19067,356.0
2696,2014-08-18,19067,336.0
2697,2014-08-21,19067,402.0
2698,2014-08-22,19067,449.0
2699,2014-08-23,19067,416.0
2700,2014-08-27,19067,298.0
2701,2014-08-29,19067,406.0
2702,2014-08-30,19067,441.0
2703,2014-09-03,19067,422.0
2704,2014-09-06,19067,351.0
2705,2014-09-08,19067,351.0
2706,2014-09-09,19067,462.0
2707,2014-09-14,19067,374.0
2708,2014-09-15,19067,441.0
2709,2014-09-17,19067,444.0
2710,2014-09-21,19067,427.0
2711,2014-09-22,19067,411.0
2712,2014-09-24,19067,450.0
2713,2014-09-25,19067,438.0
2714,2014-09-26,19067,406.0
2715,2014-09-27,19067,433.0
2716,2014-09-28,19067,343.0
2717,2014-09-30,19067,435.0
2718,2014-10-03,19067,316.0
2719,2014-10-06,19067,280.0
2720,2014-10-08,19067,377.0
2721,2014-10-09,19067,376.0
2722,2014-10-10,19067,394.0
2723,2014-10-12,19067,233.0
2724,2014-10-13,19067,232.0
2725,2014-10-15,19067,301.0
2726,2014-10-16,19067,285.0
2727,2014-10-17,19067,285.0
2728,2014-10-22,19067,441.0
2729,2014-10-25,19067,415.0
2730,2014-10-30,19067,431.0
2731,2014-10-31,19067,430.0
2732,2014-11-04,19067,448.0
2733,2014-11-07,19067,380.0
2734,2014-11-11,19067,430.0
2735,2014-11-14,19067,435.0
2736,2014-11-16,19067,355.0
2737,2014-11-18,19067,421.0
2738,2014-11-19,19067,450.0
2739,2014-11-20,19067,452.0
2740,2014-11-24,19067,435.0
2741,2014-11-26,19067,429.0
2742,2014-11-28,19067,444.0
2743,2014-12-07,19067,184.0
2744,2014-12-09,19067,306.0
2745,2014-12-10,19067,313.0
2746,2014-12-13,19067,444.0
2747,2014-12-14,19067,453.0
2748,2014-12-15,19067,452.0
2749,2014-12-16,19067,452.0
2750,2014-12-17,19067,465.0
2751,2014-12-18,19067,466.0
2752,2014-12-22,19067,456.0
2753,2014-12-24,19067,388.0
2754,2014-12-25,19067,132.0
2755,2014-12-27,19067,427.0
2756,2014-12-28,19067,375.0
2757,2014-12-30,19067,454.0
2758,2015-01-02,19067,267.0
2759,2015-01-05,19067,371.0
2760,2015-01-06,19067,455.0
2761,2015-01-07,19067,465.0
2762,2015-01-08,19067,466.0
2763,2015-01-09,19067,465.0
2764,2015-01-11,19067,280.0
2765,2015-01-12,19067,449.0
2766,2015-01-13,19067,465.0
2767,2015-01-14,19067,447.0
2768,2015-01-15,19067,463.0
2769,2015-01-20,19067,437.0
2770,2015-01-21,19067,458.0
2771,2015-01-26,19067,458.0
2772,2015-01-27,19067,451.0
2773,2015-01-29,19067,460.0
2774,2015-01-31,19067,437.0
2775,2015-02-01,19067,105.0
2776,2015-02-04,19067,450.0
2777,2015-02-07,19067,456.0
2778,2015-02-08,19067,358.0
2779,2015-02-09,19067,426.0
2780,2015-02-13,19067,461.0
2781,2015-02-16,19067,281.0
2782,2015-02-17,19067,291.0
2783,2015-02-18,19067,304.0
2784,2015-02-23,19067,315.0
2785,2015-02-24,19067,358.0
2786,2015-02-26,19067,328.0
2787,2015-03-01,19067,97.0
2788,2015-03-02,19067,313.0
2789,2015-03-03,19067,348.0
2790,2015-03-05,19067,346.0
2791,2015-03-06,19067,354.0
2792,2015-03-07,19067,169.0
2793,2015-03-08,19067,84.0
2794,2015-03-10,19067,319.0
2795,2015-03-15,19067,117.0
2796,2015-03-20,19067,375.0
2797,2015-03-25,19067,290.0
2798,2015-03-26,19067,291.0
2799,2015-03-28,19067,132.0
2800,2015-04-01,19067,321.0
2801,2015-04-03,19067,19.0
2802,2015-04-04,19067,19.0
2803,2015-04-09,19067,321.0
2804,2015-04-13,19067,346.0
2805,2015-04-14,19067,329.0
2806,2015-04-15,19067,331.0
2807,2015-04-19,19067,137.0
2808,2015-04-20,19067,347.0
2809,2015-04-23,19067,272.0
2810,2015-04-24,19067,309.0
2811,2015-04-27,19067,264.0
2812,2015-04-30,19067,217.0
2813,2015-05-02,19067,41.0
2814,2015-05-07,19067,306.0
2815,2015-05-08,19067,299.0
2816,2015-05-10,19067,49.0
2817,2015-05-11,19067,226.0
2818,2015-05-12,19067,234.0
2819,2015-05-13,19067,237.0
2820,2015-05-14,19067,115.0
2821,2015-05-16,19067,111.0
2822,2015-05-18,19067,106.0
2823,2015-05-19,19067,86.0
2824,2015-05-20,19067,86.0
2825,2015-05-23,19067,82.0
2826,2015-05-24,19067,79.0
2827,2015-05-25,19067,125.0
2828,2015-05-27,19067,135.0
2829,2015-05-29,19067,176.0
2830,2015-06-01,19067,236.0
2831,2015-06-02,19067,163.0
2832,2015-06-03,19067,242.0
2833,2015-06-05,19067,227.0
2834,2015-06-06,19067,25.0
2835,2015-06-09,19067,301.0
2836,2015-06-11,19067,272.0
2837,2015-06-14,19067,127.0
2838,2015-06-16,19067,191.0
2839,2015-06-18,19067,105.0
2840,2015-06-19,19067,61.0
2841,2015-06-20,19067,50.0
2842,2015-06-22,19067,31.0
2843,2015-06-24,19067,76.0
2844,2015-06-25,19067,25.0
2845,2015-06-28,19067,26.0
2846,2015-07-04,19067,144.0
2847,2015-07-05,19067,93.0
